pid,event,time,fac_heduc,fac_heblack,fac_mixed
934,1,21919,16+,No,No
935,0,1843,12-15,No,No
936,1,0.75,12-15,No,Yes
937,0,47543,16+,No,No
938,0,16999,<12,No,No
939,0,47943,12-15,No,No
940,0,14998,12-15,No,No
941,1,4145,12-15,No,No
942,0,10793,12-15,No,No
943,0,26497,12-15,No,No
944,0,13744,12-15,No,No
945,0,43001,<12,No,No
946,0,43001,<12,No,No
947,0,49248,12-15,No,No
948,0,3255,12-15,No,No
949,0,24999,12-15,No,No
950,0,43997,<12,No,No
951,1,8041,12-15,No,No
952,0,11926,12-15,No,No
953,0,17591,16+,No,No
954,1,18.42,12-15,No,No
955,1,12085,12-15,No,No
956,1,9.7745,12-15,No,No
957,0,16252,<12,No,No
958,0,31.34,12-15,No,No
959,0,31.34,12-15,No,No
960,0,44027,<12,No,No
961,0,43581,12-15,No,No
962,0,7.83,12-15,No,No
963,1,10872,12-15,No,No
964,1,10.0725,12-15,No,No
965,0,26.42,12-15,No,No
966,0,44435,16+,No,No
967,0,21038,12-15,Yes,No
968,0,14935,16+,No,No
969,0,6001,12-15,No,No
970,0,29982,12-15,No,No
971,0,34.79,16+,No,No
972,0,34.79,16+,No,No
973,0,5032,<12,No,No
974,0,46762,<12,No,No
975,0,1624,12-15,No,No
976,0,26.42,16+,No,No
977,0,32545,16+,No,No
978,0,19926,16+,No,No
979,0,53749,16+,No,No
980,1,2998,12-15,No,No
981,0,18157,16+,No,No
982,0,53391,<12,No,No
983,0,26667,12-15,No,No
984,1,20.0,12-15,No,No
985,0,54226,<12,No,No
986,0,19.94,<12,No,No
987,1,4.58,16+,No,No
988,0,15162,12-15,No,No
989,0,27997,12-15,No,No
990,1,18338,<12,No,No
991,0,20611,12-15,No,No
992,0,10752,16+,No,No
993,0,39422,16+,No,No
994,0,12649,16+,No,No
995,0,5569,12-15,No,No
996,1,5498,12-15,No,No
997,0,46653,16+,No,No
998,0,48895,<12,No,No
999,0,6278,12-15,No,No
1000,0,6278,12-15,No,No
1001,0,6114,<12,No,No
1002,0,62752,12-15,No,No
1003,0,32422,12-15,No,No
1004,0,48463,12-15,No,No
1005,0,32167,<12,No,No
1006,1,22497,<12,Yes,Yes
1007,0,13996,12-15,No,No
1008,0,7001,12-15,Yes,No
1009,0,35253,12-15,No,No
1010,0,6653,<12,Yes,No
1011,0,6653,<12,Yes,No
1012,0,12.0,<12,No,No
1013,1,16.7285,<12,No,Yes
1014,0,9829,12-15,No,No
1015,0,43001,<12,No,No
1016,0,43001,<12,No,No
1017,0,54067,<12,No,No
1018,0,54831,<12,No,No
1019,0,42004,<12,No,No
1020,0,9372,16+,No,No
1021,0,32003,<12,No,No
1022,0,38001,<12,No,No
1023,0,5038,12-15,No,No
1024,1,3525,16+,No,No
1025,1,20463,12-15,No,No
1026,0,25892,12-15,No,No
1027,0,49629,12-15,No,No
1028,0,42604,<12,No,No
1029,0,33309,12-15,No,No
1030,0,9796,12-15,No,No
1031,0,21131,12-15,No,No
1032,1,19499,<12,No,No
1033,0,22001,16+,No,No
1034,0,4003,<12,No,No
1035,1,1166,<12,No,No
1036,0,36082,12-15,No,No
1037,0,8753,16+,No,No
1038,1,6634,12-15,No,No
1039,1,13.2485,12-15,No,No
1040,0,31748,16+,No,No
1041,0,3551,12-15,No,No
1042,0,34352,12-15,No,No
1043,0,52498,12-15,No,No
1044,0,7518,12-15,No,No
1045,0,36.0,12-15,No,No
1046,0,7001,16+,No,No
1047,0,7001,16+,No,No
1048,0,39329,12-15,No,No
1049,0,1823,16+,No,No
1050,0,30415,12-15,No,No
1051,0,4594,<12,No,No
1052,0,4594,12-15,No,No
1053,0,22305,12-15,No,No
1054,1,20334,16+,No,No
1055,1,20334,12-15,No,No
1056,0,37793,12-15,No,No
1057,1,25.8315,<12,No,No
1058,1,22.5,12-15,No,No
1059,0,42623,16+,No,No
1060,0,32813,16+,No,No
1061,0,8819,16+,No,No
1062,0,46456,16+,No,No
1063,0,2267,16+,No,No
1064,1,1336,16+,No,No
1065,0,62338,12-15,Yes,No
1066,0,36.75,<12,Yes,No
1067,0,36.75,<12,Yes,No
1068,1,19.9535,<12,No,No
1069,1,24431,12-15,No,No
1070,0,51874,<12,No,No
1071,0,10919,12-15,No,No
1072,0,34338,16+,No,No
1073,1,20999,12-15,No,No
1074,1,9914,12-15,No,No
1075,0,15302,<12,No,No
1076,0,62084,12-15,No,No
1077,1,9084,12-15,No,No
1078,0,24.58,12-15,No,No
1079,0,11324,<12,No,No
1080,1,6497,12-15,No,No
1081,1,6497,12-15,No,No
1082,0,32337,<12,No,No
1083,0,25.47,12-15,No,No
1084,0,29771,12-15,No,No
1085,0,17292,12-15,No,No
1086,1,20.03,12-15,No,No
1087,0,2861,12-15,No,No
1088,1,5.5165,<12,No,No
1089,1,4.6135,<12,No,No
1090,1,10166,12-15,No,No
1091,0,12753,12-15,No,No
1092,0,47009,<12,No,No
1093,0,18864,<12,No,No
1094,0,38732,<12,No,No
1095,0,56041,12-15,No,No
1096,0,41388,<12,No,No
1097,1,23732,12-15,No,No
1098,1,8.9145,12-15,No,No
1099,0,21339,16+,No,No
1100,0,27817,<12,No,No
1101,1,7.0825,12-15,No,No
1102,0,24016,<12,No,No
1103,0,41128,12-15,No,No
1104,0,24999,12-15,No,No
1105,1,17.6005,12-15,No,No
1106,1,6.3325,12-15,No,Yes
1107,0,35803,<12,No,No
1108,1,1.9165,<12,No,No
1109,0,9374,12-15,No,No
1110,0,53155,12-15,No,No
1111,0,15058,12-15,No,No
1112,0,15058,12-15,No,No
1113,0,6987,12-15,No,No
1114,0,4016,12-15,No,No
1115,0,41.12,16+,No,No
1116,0,49999,<12,No,No
1117,0,38571,<12,No,No
1118,0,22401,16+,No,No
1119,1,15.0005,<12,Yes,Yes
1120,1,2505,16+,No,No
1121,0,28074,16+,No,No
1122,0,3017,12-15,No,No
1123,0,45733,12-15,No,No
1124,0,33013,<12,No,No
1125,0,23578,12-15,No,No
1126,0,23578,12-15,No,No
1127,1,21.6785,<12,No,No
1128,0,13969,12-15,No,No
1129,1,10486,<12,No,No
1130,1,5667,<12,No,No
1131,1,9.9135,<12,No,No
1132,1,5.2485,16+,No,No
1133,0,4835,12-15,No,No
1134,0,5684,<12,No,No
1135,0,62.33,<12,No,No
1136,0,43882,12-15,No,No
1137,1,4082,16+,No,No
1138,0,50502,<12,No,No
1139,0,50163,<12,Yes,No
1140,1,16082,16+,No,No
1141,0,9555,16+,No,No
1142,0,9555,16+,No,No
1143,1,4704,12-15,No,No
1144,0,43313,12-15,No,No
1145,0,25722,12-15,No,No
1146,0,53985,<12,No,No
1147,1,4668,12-15,No,No
1148,0,1777,12-15,No,No
1149,1,1511,12-15,No,No
1150,1,9.0105,12-15,No,No
1151,0,14097,12-15,No,No
1152,1,19.8575,<12,No,No
1153,0,7997,12-15,No,No
1154,0,27409,12-15,No,No
1155,0,39362,12-15,No,No
1156,0,16.78,16+,No,No
1157,0,12597,12-15,No,No
1158,0,9591,12-15,Yes,No
1159,0,25013,12-15,No,No
1160,0,34.1,<12,Yes,No
1161,1,3.2085,<12,Yes,No
1162,1,4022,12-15,Yes,No
1163,0,10001,12-15,No,No
1164,0,64255,<12,No,No
1165,0,23619,12-15,No,No
1166,0,14746,<12,No,No
1167,0,14746,12-15,No,No
1168,1,20.5205,12-15,Yes,No
1169,0,734,12-15,Yes,No
1170,0,1169,12-15,Yes,No
1171,0,3173,12-15,Yes,No
1172,0,42251,12-15,No,No
1173,0,19576,12-15,No,No
1174,0,28999,<12,No,No
1175,0,27477,<12,No,No
1176,0,18163,12-15,No,No
1177,0,11455,12-15,No,No
1178,1,15.2885,12-15,No,No
1179,0,31.91,12-15,No,No
1180,1,1.4155,12-15,No,No
1181,0,61498,<12,Yes,No
1182,0,61498,<12,Yes,No
1183,1,7.6575,12-15,Yes,No
1184,0,25309,<12,Yes,No
1185,0,31775,12-15,No,No
1186,1,7.4115,12-15,No,No
1187,0,19173,12-15,No,No
1188,1,4134,<12,No,No
1189,0,3253,12-15,No,No
1190,0,24917,12-15,Yes,No
1191,0,641,12-15,No,No
1192,1,8.0435,12-15,No,No
1193,0,13437,16+,No,No
1194,0,13437,16+,No,No
1195,1,13699,12-15,No,No
1196,0,20654,16+,No,No
1197,0,19441,12-15,No,No
1198,0,25999,<12,No,No
1199,1,9465,<12,No,No
1200,0,8468,12-15,No,No
1201,0,27335,12-15,No,No
1202,0,40805,12-15,No,No
1203,1,4337,12-15,No,No
1204,1,21665,12-15,No,No
1205,0,36945,<12,No,No
1206,0,36945,12-15,No,No
1207,0,2075,<12,No,No
1208,0,18795,12-15,No,No
1209,1,7.2495,12-15,No,No
1210,0,32172,12-15,No,No
1211,0,24726,12-15,No,No
1212,1,13974,16+,No,No
1213,0,38916,12-15,No,No
1214,0,15934,16+,No,No
1215,0,15934,16+,No,No
1216,0,11165,<12,No,No
1217,0,52.0,12-15,No,No
1218,0,54595,12-15,No,No
1219,1,2166,12-15,No,No
1220,1,5084,12-15,No,No
1221,0,49999,12-15,No,No
1222,0,38494,<12,No,No
1223,0,17.67,12-15,No,No
1224,0,21066,12-15,No,No
1225,0,59206,<12,Yes,No
1226,0,34609,<12,No,No
1227,0,47759,<12,No,No
1228,1,6248,<12,No,No
1229,0,6289,12-15,No,No
1230,0,40695,12-15,No,No
1231,1,10.9155,<12,No,No
1232,0,16227,12-15,No,No
1233,0,4003,16+,No,No
1234,0,54845,<12,No,No
1235,1,1665,16+,No,No
1236,0,43.11,12-15,No,No
1237,0,38212,12-15,No,No
1238,0,43964,<12,No,No
1239,1,13.2485,16+,No,No
1240,1,9128,16+,No,No
1241,0,42823,12-15,No,No
1242,0,20843,12-15,No,No
1243,1,3417,12-15,No,No
1244,1,29.0815,12-15,No,No
1245,0,5.12,16+,No,No
1246,0,14795,12-15,No,No
1247,0,14795,12-15,No,No
1248,1,3.1295,12-15,Yes,Yes
1249,1,5.2215,16+,No,No
1250,1,1.1635,12-15,No,No
1251,0,17848,12-15,No,No
1252,0,16096,12-15,No,No
1253,1,3.0005,12-15,No,No
1254,0,16096,12-15,No,No
1255,0,30335,12-15,No,No
1256,0,5.15,<12,No,No
1257,0,15751,12-15,No,No
1258,0,17511,16+,No,No
1259,0,16.0,12-15,No,No
1260,0,56903,12-15,No,No
1261,0,30275,12-15,No,No
1262,0,37317,12-15,No,No
1263,1,4.0,12-15,No,No
1264,0,14771,12-15,No,No
1265,0,52151,12-15,No,No
1266,0,7811,16+,No,No
1267,1,5.4975,<12,No,No
1268,0,18001,12-15,No,No
1269,0,31083,12-15,No,No
1270,0,47233,<12,No,No
1271,0,58001,<12,No,No
1272,0,8509,16+,No,No
1273,0,44244,12-15,No,No
1274,0,54.68,<12,No,No
1275,1,19915,16+,No,No
1276,1,6.0015,<12,No,No
1277,0,33662,16+,No,No
1278,0,34.16,16+,No,No
1279,0,6297,12-15,No,No
1280,1,15165,16+,No,No
1281,0,25916,16+,No,No
1282,0,1656,12-15,No,No
1283,0,12879,12-15,No,No
1284,0,10546,12-15,No,No
1285,0,10913,16+,No,No
1286,1,12501,16+,No,No
1287,1,8.9995,16+,No,No
1288,1,1.8645,12-15,No,No
1289,0,13.73,16+,No,No
1290,0,8643,16+,No,Yes
1291,1,23.0855,12-15,No,No
1292,0,51863,12-15,No,No
1293,0,51863,12-15,No,No
1294,0,24999,<12,Yes,No
1295,0,42998,<12,No,No
1296,0,3072,16+,No,No
1297,0,22119,12-15,No,No
1298,0,43625,12-15,Yes,No
1299,0,1733,<12,Yes,No
1300,1,15354,<12,No,Yes
1301,1,24.0465,<12,Yes,No
1302,1,15083,<12,Yes,No
1303,0,18064,12-15,No,No
1304,1,5.2125,12-15,No,No
1305,0,3483,12-15,No,No
1306,0,52164,12-15,No,No
1307,1,2001,<12,No,No
1308,0,2637,12-15,No,No
1309,0,10809,<12,No,No
1310,0,40416,<12,No,No
1311,0,20602,12-15,No,No
1312,0,32695,<12,No,No
1313,0,4775,12-15,No,No
1314,0,46538,<12,No,No
1315,1,21.5825,12-15,No,No
1316,1,14.4145,12-15,No,No
1317,0,6735,12-15,No,No
1318,1,1.6645,16+,No,No
1319,1,4334,12-15,No,No
1320,0,3003,<12,No,No
1321,0,14973,<12,No,No
1322,0,26623,12-15,No,No
1323,0,50568,16+,No,No
1324,1,15406,16+,No,No
1325,0,17969,12-15,No,No
1326,1,6.7485,12-15,No,No
1327,0,2976,<12,No,No
1328,1,8.26,12-15,No,No
1329,0,21999,12-15,No,No
1330,0,33109,<12,No,No
1331,0,24413,12-15,No,No
1332,0,40071,16+,No,No
1333,0,11061,12-15,No,No
1334,0,1955,12-15,No,No
1335,0,12099,16+,No,No
1336,0,8.92,16+,No,No
1337,0,17999,12-15,No,No
1338,0,41588,12-15,No,No
1339,0,42.42,12-15,No,No
1340,0,33914,16+,No,No
1341,0,6653,12-15,No,Yes
1342,0,17643,12-15,No,No
1343,0,17643,12-15,No,No
1344,0,22617,12-15,No,No
1345,1,7.1895,<12,No,No
1346,1,19.2525,<12,No,No
1347,1,3.0005,<12,No,No
1348,1,36.0,<12,No,Yes
1349,0,17.93,12-15,Yes,No
1350,0,679,12-15,Yes,No
1351,1,2776,12-15,No,No
1352,0,45081,<12,No,No
1353,0,45081,<12,No,No
1354,1,6664,<12,No,No
1355,1,6385,<12,No,No
1356,0,24038,<12,Yes,No
1357,1,6.59,12-15,No,No
1358,0,3014,16+,No,No
1359,0,63376,16+,No,No
1360,0,63335,16+,No,No
1361,0,38141,12-15,No,No
1362,0,10486,12-15,No,No
1363,1,15915,<12,No,No
1364,0,62084,16+,No,No
1365,1,6.7845,16+,No,No
1366,1,24887,12-15,No,No
1367,1,22523,<12,No,No
1368,0,51362,<12,No,No
1369,0,61678,12-15,No,No
1370,1,10.6285,<12,No,No
1371,1,2.7485,<12,No,No
1372,1,25955,<12,No,No
1373,1,4.0245,<12,No,No
1374,0,22418,<12,No,No
1375,0,846,12-15,No,No
1376,0,8.63,12-15,No,No
1377,0,8843,12-15,No,No
1378,0,38897,<12,No,No
1379,0,47734,16+,No,No
1380,0,34987,12-15,No,No
1381,0,36249,<12,No,No
1382,0,15132,12-15,No,No
1383,0,7956,<12,No,No
1384,0,29971,12-15,No,No
1385,0,13602,12-15,No,No
1386,0,13684,12-15,No,No
1387,0,10968,12-15,No,No
1388,0,45399,16+,No,No
1389,0,15877,12-15,No,No
1390,0,646,12-15,No,No
1391,0,4162,12-15,No,No
1392,0,7.45,12-15,No,No
1393,0,13927,<12,No,No
1394,0,1309,12-15,No,No
1395,0,22998,12-15,No,No
1396,1,14601,12-15,No,No
1397,0,24999,<12,No,No
1398,0,25279,12-15,No,No
1399,0,48485,<12,No,No
1400,0,49248,<12,No,No
1401,0,21914,12-15,No,No
1402,1,583,12-15,No,No
1403,1,9.5635,12-15,No,No
1404,0,2423,12-15,No,No
1405,0,4.0,12-15,No,No
1406,0,14773,12-15,No,No
1407,1,3.8985,12-15,No,No
1408,0,9862,<12,No,No
1409,0,9862,12-15,No,No
1410,0,20835,<12,No,No
1411,0,16901,12-15,No,No
1412,0,9142,12-15,No,No
1413,0,6795,<12,No,No
1414,0,22256,<12,No,No
1415,0,9936,<12,No,No
1416,0,40914,12-15,No,No
1417,0,2185,12-15,Yes,No
1418,1,2.5545,<12,Yes,No
1419,0,28112,12-15,No,No
1420,1,8049,<12,No,No
1421,0,47.42,12-15,No,No
1422,0,761,16+,No,No
1423,0,46642,16+,No,No
1424,0,19061,12-15,No,No
1425,1,3.7755,12-15,No,No
1426,0,17689,12-15,No,No
1427,0,10.7,16+,No,No
1428,0,4.0,12-15,No,No
1429,1,24846,16+,No,No
1430,1,19789,<12,No,Yes
1431,0,2716,12-15,Yes,No
1432,0,20504,12-15,No,No
1433,0,19.94,16+,No,No
1434,0,20923,12-15,No,No
1435,0,31811,12-15,No,No
1436,1,6.2725,12-15,No,No
1437,0,42502,<12,No,Yes
1438,1,20.6245,<12,No,Yes
1439,0,8.0,16+,No,No
1440,0,26998,12-15,No,No
1441,0,26998,<12,No,No
1442,1,8.4955,12-15,No,No
1443,1,1591,16+,No,No
1444,1,3083,<12,No,No
1445,1,3083,12-15,No,No
1446,0,5254,12-15,No,No
1447,0,10311,<12,No,No
1448,0,47907,<12,No,No
1449,0,47028,<12,No,No
1450,0,52917,16+,No,No
1451,0,52917,12-15,No,No
1452,0,49944,12-15,No,No
1453,0,29982,12-15,No,No
1454,0,57166,12-15,No,No
1455,1,24999,<12,No,Yes
1456,1,22453,12-15,No,No
1457,0,45169,12-15,No,Yes
1458,1,0.4985,12-15,No,Yes
1459,1,16252,12-15,No,No
1460,0,21949,12-15,No,No
1461,0,11053,12-15,No,No
1462,0,3168,12-15,No,No
1463,1,1.0595,12-15,No,No
1464,0,6188,16+,No,No
1465,0,9656,12-15,No,No
1466,0,6188,16+,No,No
1467,0,49687,12-15,No,No
1468,0,20285,12-15,No,No
1469,0,46905,12-15,No,No
1470,0,46905,12-15,No,No
1471,0,38998,12-15,No,No
1472,0,21651,16+,No,No
1473,0,34598,12-15,No,No
1474,0,14052,12-15,No,No
1475,0,15218,12-15,No,No
1476,1,27.42,<12,No,No
1477,0,4758,<12,No,No
1478,0,4758,16+,No,No
1479,0,1038,12-15,No,No
1480,1,25169,16+,No,No
1481,0,0.81,12-15,No,No
1482,0,18179,12-15,No,No
1483,0,42103,16+,No,No
1484,0,9.81,16+,No,No
1485,1,5667,12-15,No,No
1486,0,49539,12-15,No,No
1487,0,2001,12-15,No,No
1488,1,9.3345,<12,No,No
1489,0,20789,<12,No,No
1490,0,9213,12-15,No,No
1491,0,8794,12-15,No,No
1492,0,36586,<12,No,No
1493,1,5747,12-15,No,No
1494,0,51458,<12,No,No
1495,0,35.17,12-15,No,No
1496,0,25999,<12,Yes,No
1497,1,101,<12,No,No
1498,1,3751,12-15,No,No
1499,1,2.6585,12-15,Yes,No
1500,1,27.4275,12-15,No,No
1501,0,11992,12-15,No,No
1502,0,7003,12-15,No,No
1503,1,15.25,12-15,No,No
1504,0,19066,12-15,No,No
1505,0,8616,<12,No,No
1506,0,13733,16+,No,No
1507,1,26.8335,12-15,No,No
1508,0,64394,12-15,No,No
1509,0,64394,<12,No,No
1510,0,20846,<12,No,No
1511,0,6768,12-15,No,No
1512,1,6.8805,16+,No,No
1513,0,31647,12-15,No,No
1514,1,3748,12-15,No,Yes
1515,0,5421,16+,No,No
1516,0,45418,<12,No,No
1517,1,3.4555,12-15,No,No
1518,0,17947,12-15,No,No
1519,0,46984,<12,No,No
1520,1,4575,12-15,No,No
1521,1,16.17,16+,No,No
1522,1,16.17,<12,No,No
1523,0,4679,16+,No,No
1524,1,19165,16+,No,No
1525,0,25435,16+,No,No
1526,0,25435,16+,No,No
1527,0,12999,<12,No,No
1528,0,23376,16+,No,No
1529,0,26001,<12,No,No
1530,1,24027,12-15,No,No
1531,1,14059,<12,No,No
1532,0,252,12-15,No,No
1533,0,252,12-15,No,No
1534,1,3.6715,12-15,No,No
1535,1,5.0405,12-15,No,No
1536,0,23414,16+,No,No
1537,1,15.3375,12-15,No,No
1538,1,23499,12-15,Yes,No
1539,1,13002,<12,Yes,No
1540,0,45383,<12,No,No
1541,0,12.0,12-15,No,No
1542,0,11001,12-15,No,No
1543,0,53821,12-15,No,No
1544,0,25999,12-15,No,No
1545,0,34.5,12-15,No,No
1546,0,13993,12-15,No,No
1547,0,6031,<12,No,No
1548,1,1818,12-15,No,No
1549,0,38155,<12,No,No
1550,0,5005,12-15,No,No
1551,0,38845,<12,No,No
1552,0,40118,<12,No,No
1553,0,7266,<12,No,No
1554,0,14097,12-15,No,No
1555,1,7417,12-15,No,No
1556,0,3559,<12,No,No
1557,0,43496,12-15,No,No
1558,0,47264,12-15,No,No
1559,1,28249,12-15,No,No
1560,0,3499,12-15,No,No
1561,0,42431,<12,No,No
1562,0,39168,12-15,No,No
1563,0,19951,12-15,No,No
1564,0,1164,12-15,No,No
1565,0,25818,12-15,No,No
1566,0,6.47,12-15,No,No
1567,0,12233,12-15,No,No
1568,1,10086,12-15,No,No
1569,1,25696,12-15,No,No
1570,0,58363,<12,No,No
1571,0,3526,12-15,No,No
1572,0,55.51,<12,No,No
1573,0,19559,<12,No,No
1574,1,6801,<12,No,No
1575,0,8616,12-15,No,No
1576,0,44085,<12,No,No
1577,0,25588,12-15,No,No
1578,0,19611,<12,Yes,No
1579,1,11.2495,12-15,No,No
1580,0,5002,12-15,No,No
1581,0,26771,12-15,No,No
1582,1,8764,12-15,No,No
1583,0,21372,12-15,No,No
1584,0,7838,12-15,No,No
1585,0,30.93,12-15,No,No
1586,0,32.0,<12,No,No
1587,0,18144,12-15,No,No
1588,1,1333,12-15,No,No
1589,1,5.7495,12-15,No,No
1590,0,27001,12-15,No,No
1591,0,24641,12-15,No,No
1592,1,1.1665,<12,No,No
1593,0,3885,<12,No,No
1594,0,27581,12-15,No,No
1595,1,4.4435,<12,No,No
1596,1,4.9995,<12,No,No
1597,0,21561,12-15,No,No
1598,0,21336,12-15,No,No
1599,0,39641,12-15,No,No
1600,0,17142,12-15,No,No
1601,0,16337,12-15,No,No
1602,0,17142,12-15,No,No
1603,0,61667,12-15,No,No
1604,1,17112,12-15,No,No
1605,0,11436,<12,No,No
1606,0,47671,12-15,No,No
1607,0,2872,<12,No,No
1608,1,14.6695,12-15,No,No
1609,1,14.6695,12-15,No,No
1610,1,5.5825,<12,No,No
1611,0,43042,16+,No,No
1612,1,2.9185,12-15,No,No
1613,0,11896,12-15,No,No
1614,0,8953,12-15,No,No
1615,0,43573,12-15,No,No
1616,0,2634,12-15,No,No
1617,1,6.2095,12-15,No,No
1618,0,16329,12-15,No,No
1619,1,24.4435,<12,No,No
1620,0,52.0,12-15,No,No
1621,1,9.1665,<12,No,No
1622,1,4.3285,<12,No,No
1623,0,10412,<12,No,No
1624,0,46524,16+,No,No
1625,1,3.5015,<12,No,No
1626,0,7409,12-15,No,No
1627,0,3001,12-15,No,Yes
1628,1,25.4235,<12,No,No
1629,0,3001,<12,No,No
1630,1,27.0825,16+,No,No
1631,0,24586,12-15,No,No
1632,0,7828,16+,No,No
1633,1,10998,12-15,No,No
1634,0,745,<12,No,No
1635,1,3.0035,<12,No,No
1636,0,24249,<12,No,Yes
1637,0,23.45,16+,No,No
1638,1,20.1095,<12,No,No
1639,0,22656,<12,No,No
1640,0,25.01,<12,No,No
1641,0,14743,12-15,Yes,No
1642,0,48999,16+,No,No
1643,1,4203,<12,No,No
1644,0,54418,<12,No,No
1645,0,13279,12-15,No,No
1646,0,25.35,12-15,No,No
1647,0,32791,<12,No,No
1648,0,7663,12-15,No,No
1649,0,17823,12-15,No,No
1650,0,999,<12,No,No
1651,1,2.0455,<12,No,No
1652,1,3113,12-15,No,No
1653,0,53993,12-15,No,No
1654,0,53993,12-15,No,No
1655,0,30916,<12,No,No
1656,0,26015,<12,No,No
1657,0,26762,12-15,No,No
1658,1,3.1235,<12,No,No
1659,1,9495,<12,No,No
1660,1,9347,<12,No,No
1661,0,40698,12-15,No,No
1662,0,7584,12-15,No,No
1663,1,11748,<12,No,No
1664,0,50494,12-15,No,No
1665,0,22992,12-15,No,No
1666,1,10338,12-15,No,No
1667,0,40093,<12,No,No
1668,0,40093,<12,No,No
1669,0,18519,12-15,No,No
1670,0,9437,<12,No,No
1671,0,9437,12-15,No,No
1672,0,26554,12-15,No,No
1673,0,26554,12-15,No,No
1674,0,238,12-15,Yes,No
1675,1,498,12-15,Yes,No
1676,1,11028,12-15,Yes,No
1677,0,45.96,12-15,No,No
1678,0,34502,12-15,No,No
1679,1,13.7505,12-15,No,No
1680,0,5451,12-15,No,No
1681,1,7915,12-15,No,No
1682,1,9.7195,12-15,No,No
1683,1,2.4175,12-15,No,No
1684,0,55.42,<12,No,Yes
1685,0,15995,<12,Yes,Yes
1686,0,4958,12-15,Yes,No
1687,0,15995,12-15,Yes,Yes
1688,0,28008,12-15,No,No
1689,0,1002,12-15,No,No
1690,1,14749,12-15,No,No
1691,0,42023,12-15,No,No
1692,0,42023,<12,No,No
1693,0,5235,12-15,No,No
1694,1,3.2495,12-15,No,No
1695,0,51.57,<12,No,No
1696,0,38585,12-15,No,No
1697,0,20.0,12-15,No,No
1698,0,15997,12-15,No,No
1699,0,15997,12-15,No,No
1700,0,24999,12-15,No,No
1701,1,5421,16+,No,No
1702,0,3447,<12,No,No
1703,0,9999,12-15,No,No
1704,0,37999,16+,No,No
1705,1,22.4995,12-15,Yes,No
1706,1,4.4575,16+,No,Yes
1707,1,12.4995,12-15,No,No
1708,0,8.35,<12,No,No
1709,0,11532,12-15,No,No
1710,0,18237,12-15,No,No
1711,0,18237,12-15,No,No
1712,0,54.91,12-15,No,No
1713,1,1752,12-15,No,No
1714,0,14998,16+,No,No
1715,0,12.0,12-15,No,No
1716,0,48999,<12,No,No
1717,0,41947,12-15,No,No
1718,0,17506,16+,No,No
1719,0,17506,16+,No,No
1720,0,1465,12-15,No,No
1721,1,5829,12-15,No,No
1722,0,37158,12-15,No,No
1723,0,29999,<12,No,No
1724,0,1407,12-15,No,No
1725,0,9999,12-15,No,No
1726,1,1.1585,12-15,No,No
1727,1,9999,16+,No,No
1728,0,12769,<12,No,No
1729,0,44999,<12,No,Yes
1730,1,12.8295,12-15,Yes,No
1731,0,40854,<12,Yes,No
1732,1,5081,12-15,No,No
1733,0,18875,12-15,No,No
1734,0,21352,12-15,No,No
1735,0,18804,16+,No,No
1736,0,15064,12-15,No,No
1737,1,8.0,12-15,No,No
1738,0,37999,12-15,No,No
1739,0,29355,12-15,No,No
1740,0,4794,16+,No,No
1741,0,13372,12-15,No,Yes
1742,0,35.08,12-15,No,No
1743,0,35.08,12-15,No,No
1744,0,2.79,16+,No,No
1745,1,24446,12-15,No,No
1746,1,19.42,12-15,No,No
1747,1,10.0835,12-15,No,No
1748,0,4789,<12,No,No
1749,0,13697,12-15,No,No
1750,1,10.59,12-15,No,No
1751,0,24999,12-15,No,No
1752,0,16.0,12-15,No,No
1753,0,12739,16+,No,No
1754,0,21648,<12,No,No
1755,0,19058,12-15,No,No
1756,0,20424,12-15,No,No
1757,0,54251,12-15,No,No
1758,0,25194,12-15,No,No
1759,0,2623,<12,No,No
1760,0,18579,12-15,No,No
1761,0,17413,<12,No,No
1762,0,30773,12-15,No,No
1763,0,5424,12-15,No,No
1764,0,608,12-15,No,No
1765,0,23414,12-15,No,No
1766,1,0.5145,<12,No,No
1767,0,13999,<12,No,No
1768,0,13999,<12,No,No
1769,1,22442,12-15,No,No
1770,0,38612,16+,No,No
1771,0,4994,12-15,No,No
1772,0,28.14,12-15,No,No
1773,0,24.0,<12,No,No
1774,0,57062,<12,No,No
1775,0,48.17,<12,No,No
1776,0,23.4,12-15,No,No
1777,0,27343,12-15,No,No
1778,1,16832,12-15,No,No
1779,1,999,<12,No,No
1780,1,1503,12-15,No,No
1781,1,25718,<12,Yes,No
1782,0,33752,<12,No,Yes
1783,0,22428,<12,Yes,No
1784,0,27406,<12,No,No
1785,0,115,<12,No,No
1786,0,52172,16+,No,No
1787,0,52172,12-15,No,No
1788,1,19.0825,16+,No,No
1789,1,19.0825,16+,No,No
1790,0,32923,12-15,Yes,No
1791,0,8613,16+,No,No
1792,0,1413,12-15,No,No
1793,0,8.0,16+,No,No
1794,0,48422,<12,No,No
1795,0,24526,<12,No,No
1796,0,22467,12-15,No,No
1797,1,0.8735,<12,No,No
1798,1,3921,12-15,No,No
1799,0,9.27,<12,No,No
1800,1,29.4125,<12,Yes,Yes
1801,0,13032,12-15,Yes,No
1802,0,63.45,<12,No,No
1803,0,43953,12-15,No,No
1804,1,3.4965,12-15,No,No
1805,0,34691,<12,No,No
1806,1,5.8755,<12,No,No
